==29306== NVPROF is profiling process 29306, command: ./backprop 65536
==29306== Warning: Some kernel(s) will be replayed on device 0 in order to collect all events/metrics.
==29306== Profiling application: ./backprop 65536
==29306== Profiling result:
==29306== Event result:
"Device","Kernel","Invocations","Event Name","Min","Max","Avg"
"Tesla K40c (0)","bpnn_adjust_weights_cuda(float*, int, float*, int, float*, float*)",1,"rocache_subp0_gld_warp_count_64b",0,0,0
"Tesla K40c (0)","bpnn_adjust_weights_cuda(float*, int, float*, int, float*, float*)",1,"rocache_subp1_gld_warp_count_64b",0,0,0
"Tesla K40c (0)","bpnn_adjust_weights_cuda(float*, int, float*, int, float*, float*)",1,"rocache_subp2_gld_warp_count_64b",0,0,0
"Tesla K40c (0)","bpnn_adjust_weights_cuda(float*, int, float*, int, float*, float*)",1,"rocache_subp3_gld_warp_count_64b",0,0,0
"Tesla K40c (0)","bpnn_adjust_weights_cuda(float*, int, float*, int, float*, float*)",1,"rocache_subp0_gld_warp_count_128b",0,0,0
"Tesla K40c (0)","bpnn_adjust_weights_cuda(float*, int, float*, int, float*, float*)",1,"rocache_subp1_gld_warp_count_128b",0,0,0
"Tesla K40c (0)","bpnn_adjust_weights_cuda(float*, int, float*, int, float*, float*)",1,"rocache_subp2_gld_warp_count_128b",0,0,0
"Tesla K40c (0)","bpnn_adjust_weights_cuda(float*, int, float*, int, float*, float*)",1,"rocache_subp3_gld_warp_count_128b",0,0,0
"Tesla K40c (0)","bpnn_adjust_weights_cuda(float*, int, float*, int, float*, float*)",1,"l2_subp0_read_sysmem_sector_queries",0,0,0
"Tesla K40c (0)","bpnn_adjust_weights_cuda(float*, int, float*, int, float*, float*)",1,"l2_subp1_read_sysmem_sector_queries",0,0,0
"Tesla K40c (0)","bpnn_adjust_weights_cuda(float*, int, float*, int, float*, float*)",1,"l2_subp2_read_sysmem_sector_queries",0,0,0
"Tesla K40c (0)","bpnn_adjust_weights_cuda(float*, int, float*, int, float*, float*)",1,"l2_subp3_read_sysmem_sector_queries",0,0,0
"Tesla K40c (0)","bpnn_adjust_weights_cuda(float*, int, float*, int, float*, float*)",1,"l2_subp0_write_sysmem_sector_queries",1,1,1
"Tesla K40c (0)","bpnn_adjust_weights_cuda(float*, int, float*, int, float*, float*)",1,"l2_subp1_write_sysmem_sector_queries",4,4,4
"Tesla K40c (0)","bpnn_adjust_weights_cuda(float*, int, float*, int, float*, float*)",1,"l2_subp2_write_sysmem_sector_queries",0,0,0
"Tesla K40c (0)","bpnn_adjust_weights_cuda(float*, int, float*, int, float*, float*)",1,"l2_subp3_write_sysmem_sector_queries",0,0,0
"Tesla K40c (0)","bpnn_adjust_weights_cuda(float*, int, float*, int, float*, float*)",1,"l2_subp0_total_read_sector_queries",143417,143417,143417
"Tesla K40c (0)","bpnn_adjust_weights_cuda(float*, int, float*, int, float*, float*)",1,"l2_subp1_total_read_sector_queries",143510,143510,143510
"Tesla K40c (0)","bpnn_adjust_weights_cuda(float*, int, float*, int, float*, float*)",1,"l2_subp2_total_read_sector_queries",143458,143458,143458
"Tesla K40c (0)","bpnn_adjust_weights_cuda(float*, int, float*, int, float*, float*)",1,"l2_subp3_total_read_sector_queries",339948,339948,339948
"Tesla K40c (0)","bpnn_adjust_weights_cuda(float*, int, float*, int, float*, float*)",1,"l2_subp0_total_write_sector_queries",81844,81844,81844
"Tesla K40c (0)","bpnn_adjust_weights_cuda(float*, int, float*, int, float*, float*)",1,"l2_subp1_total_write_sector_queries",81967,81967,81967
"Tesla K40c (0)","bpnn_adjust_weights_cuda(float*, int, float*, int, float*, float*)",1,"l2_subp2_total_write_sector_queries",82003,82003,82003
"Tesla K40c (0)","bpnn_adjust_weights_cuda(float*, int, float*, int, float*, float*)",1,"l2_subp3_total_write_sector_queries",81874,81874,81874
"Tesla K40c (0)","bpnn_adjust_weights_cuda(float*, int, float*, int, float*, float*)",1,"elapsed_cycles_sm",3876846,3876846,3876846
"Tesla K40c (0)","bpnn_adjust_weights_cuda(float*, int, float*, int, float*, float*)",1,"gld_inst_8bit",0,0,0
"Tesla K40c (0)","bpnn_adjust_weights_cuda(float*, int, float*, int, float*, float*)",1,"gld_inst_16bit",0,0,0
"Tesla K40c (0)","bpnn_adjust_weights_cuda(float*, int, float*, int, float*, float*)",1,"gld_inst_32bit",7340112,7340112,7340112
"Tesla K40c (0)","bpnn_adjust_weights_cuda(float*, int, float*, int, float*, float*)",1,"gld_inst_64bit",0,0,0
"Tesla K40c (0)","bpnn_adjust_weights_cuda(float*, int, float*, int, float*, float*)",1,"gld_inst_128bit",0,0,0
"Tesla K40c (0)","bpnn_adjust_weights_cuda(float*, int, float*, int, float*, float*)",1,"gst_inst_8bit",0,0,0
"Tesla K40c (0)","bpnn_adjust_weights_cuda(float*, int, float*, int, float*, float*)",1,"gst_inst_16bit",0,0,0
"Tesla K40c (0)","bpnn_adjust_weights_cuda(float*, int, float*, int, float*, float*)",1,"gst_inst_32bit",2097184,2097184,2097184
"Tesla K40c (0)","bpnn_adjust_weights_cuda(float*, int, float*, int, float*, float*)",1,"gst_inst_64bit",0,0,0
"Tesla K40c (0)","bpnn_adjust_weights_cuda(float*, int, float*, int, float*, float*)",1,"gst_inst_128bit",0,0,0
"Tesla K40c (0)","bpnn_adjust_weights_cuda(float*, int, float*, int, float*, float*)",1,"rocache_gld_inst_8bit",0,0,0
"Tesla K40c (0)","bpnn_adjust_weights_cuda(float*, int, float*, int, float*, float*)",1,"rocache_gld_inst_16bit",0,0,0
"Tesla K40c (0)","bpnn_adjust_weights_cuda(float*, int, float*, int, float*, float*)",1,"rocache_gld_inst_32bit",0,0,0
"Tesla K40c (0)","bpnn_adjust_weights_cuda(float*, int, float*, int, float*, float*)",1,"rocache_gld_inst_64bit",0,0,0
"Tesla K40c (0)","bpnn_adjust_weights_cuda(float*, int, float*, int, float*, float*)",1,"rocache_gld_inst_128bit",0,0,0
"Tesla K40c (0)","bpnn_adjust_weights_cuda(float*, int, float*, int, float*, float*)",1,"prof_trigger_00",0,0,0
"Tesla K40c (0)","bpnn_adjust_weights_cuda(float*, int, float*, int, float*, float*)",1,"prof_trigger_01",0,0,0
"Tesla K40c (0)","bpnn_adjust_weights_cuda(float*, int, float*, int, float*, float*)",1,"prof_trigger_02",0,0,0
"Tesla K40c (0)","bpnn_adjust_weights_cuda(float*, int, float*, int, float*, float*)",1,"prof_trigger_03",0,0,0
"Tesla K40c (0)","bpnn_adjust_weights_cuda(float*, int, float*, int, float*, float*)",1,"prof_trigger_04",0,0,0
"Tesla K40c (0)","bpnn_adjust_weights_cuda(float*, int, float*, int, float*, float*)",1,"prof_trigger_05",0,0,0
"Tesla K40c (0)","bpnn_adjust_weights_cuda(float*, int, float*, int, float*, float*)",1,"prof_trigger_06",0,0,0
"Tesla K40c (0)","bpnn_adjust_weights_cuda(float*, int, float*, int, float*, float*)",1,"prof_trigger_07",0,0,0
"Tesla K40c (0)","bpnn_adjust_weights_cuda(float*, int, float*, int, float*, float*)",1,"atom_cas_count",0,0,0
"Tesla K40c (0)","bpnn_adjust_weights_cuda(float*, int, float*, int, float*, float*)",1,"warps_launched",32768,32768,32768
"Tesla K40c (0)","bpnn_adjust_weights_cuda(float*, int, float*, int, float*, float*)",1,"threads_launched",1048576,1048576,1048576
"Tesla K40c (0)","bpnn_adjust_weights_cuda(float*, int, float*, int, float*, float*)",1,"inst_executed",1736729,1736729,1736729
"Tesla K40c (0)","bpnn_adjust_weights_cuda(float*, int, float*, int, float*, float*)",1,"inst_issued1",2863723,2863723,2863723
"Tesla K40c (0)","bpnn_adjust_weights_cuda(float*, int, float*, int, float*, float*)",1,"inst_issued2",280795,280795,280795
"Tesla K40c (0)","bpnn_adjust_weights_cuda(float*, int, float*, int, float*, float*)",1,"thread_inst_executed",55575328,55575328,55575328
"Tesla K40c (0)","bpnn_adjust_weights_cuda(float*, int, float*, int, float*, float*)",1,"shared_load",0,0,0
"Tesla K40c (0)","bpnn_adjust_weights_cuda(float*, int, float*, int, float*, float*)",1,"shared_store",0,0,0
"Tesla K40c (0)","bpnn_adjust_weights_cuda(float*, int, float*, int, float*, float*)",1,"local_load",0,0,0
"Tesla K40c (0)","bpnn_adjust_weights_cuda(float*, int, float*, int, float*, float*)",1,"local_store",0,0,0
"Tesla K40c (0)","bpnn_adjust_weights_cuda(float*, int, float*, int, float*, float*)",1,"gld_request",229381,229381,229381
"Tesla K40c (0)","bpnn_adjust_weights_cuda(float*, int, float*, int, float*, float*)",1,"gst_request",65538,65538,65538
"Tesla K40c (0)","bpnn_adjust_weights_cuda(float*, int, float*, int, float*, float*)",1,"active_cycles",3817853,3817853,3817853
"Tesla K40c (0)","bpnn_adjust_weights_cuda(float*, int, float*, int, float*, float*)",1,"active_warps",238614216,238614216,238614216
"Tesla K40c (0)","bpnn_adjust_weights_cuda(float*, int, float*, int, float*, float*)",1,"sm_cta_launched",4096,4096,4096
"Tesla K40c (0)","bpnn_adjust_weights_cuda(float*, int, float*, int, float*, float*)",1,"not_predicated_off_thread_inst_executed",55574912,55574912,55574912
"Tesla K40c (0)","bpnn_adjust_weights_cuda(float*, int, float*, int, float*, float*)",1,"l1_local_load_hit",0,0,0
"Tesla K40c (0)","bpnn_adjust_weights_cuda(float*, int, float*, int, float*, float*)",1,"l1_local_load_miss",0,0,0
"Tesla K40c (0)","bpnn_adjust_weights_cuda(float*, int, float*, int, float*, float*)",1,"l1_local_store_hit",0,0,0
"Tesla K40c (0)","bpnn_adjust_weights_cuda(float*, int, float*, int, float*, float*)",1,"l1_local_store_miss",0,0,0
"Tesla K40c (0)","bpnn_adjust_weights_cuda(float*, int, float*, int, float*, float*)",1,"l1_global_load_hit",0,0,0
"Tesla K40c (0)","bpnn_adjust_weights_cuda(float*, int, float*, int, float*, float*)",1,"l1_global_load_miss",0,0,0
"Tesla K40c (0)","bpnn_adjust_weights_cuda(float*, int, float*, int, float*, float*)",1,"uncached_global_load_transaction",331781,331781,331781
"Tesla K40c (0)","bpnn_adjust_weights_cuda(float*, int, float*, int, float*, float*)",1,"global_store_transaction",131074,131074,131074
"Tesla K40c (0)","bpnn_adjust_weights_cuda(float*, int, float*, int, float*, float*)",1,"shared_load_replay",0,0,0
"Tesla K40c (0)","bpnn_adjust_weights_cuda(float*, int, float*, int, float*, float*)",1,"shared_store_replay",0,0,0
"Tesla K40c (0)","bpnn_adjust_weights_cuda(float*, int, float*, int, float*, float*)",1,"global_ld_mem_divergence_replays",102400,102400,102400
"Tesla K40c (0)","bpnn_adjust_weights_cuda(float*, int, float*, int, float*, float*)",1,"global_st_mem_divergence_replays",65536,65536,65536
"Tesla K40c (0)","bpnn_adjust_weights_cuda(float*, int, float*, int, float*, float*)",1,"local_load_transactions",0,0,0
"Tesla K40c (0)","bpnn_adjust_weights_cuda(float*, int, float*, int, float*, float*)",1,"local_store_transactions",0,0,0
"Tesla K40c (0)","bpnn_adjust_weights_cuda(float*, int, float*, int, float*, float*)",1,"l1_shared_load_transactions",0,0,0
"Tesla K40c (0)","bpnn_adjust_weights_cuda(float*, int, float*, int, float*, float*)",1,"l1_shared_store_transactions",0,0,0
"Tesla K40c (0)","bpnn_adjust_weights_cuda(float*, int, float*, int, float*, float*)",1,"__l1_global_load_transactions",534907,534907,534907
"Tesla K40c (0)","bpnn_adjust_weights_cuda(float*, int, float*, int, float*, float*)",1,"__l1_global_store_transactions",132151,132151,132151
"Tesla K40c (0)","bpnn_adjust_weights_cuda(float*, int, float*, int, float*, float*)",1,"atom_count",0,0,0
"Tesla K40c (0)","bpnn_adjust_weights_cuda(float*, int, float*, int, float*, float*)",1,"gred_count",0,0,0

==29306== Metric result:
"Device","Kernel","Invocations","Metric Name","Metric Description","Min","Max","Avg"
"Tesla K40c (0)","bpnn_layerforward_CUDA(float*, float*, float*, float*, int, int)",1,"l1_cache_global_hit_rate","L1 Global Hit Rate",0.000000%,0.000000%,0.000000%
"Tesla K40c (0)","bpnn_layerforward_CUDA(float*, float*, float*, float*, int, int)",1,"l1_cache_local_hit_rate","L1 Local Hit Rate",0.000000%,0.000000%,0.000000%
"Tesla K40c (0)","bpnn_layerforward_CUDA(float*, float*, float*, float*, int, int)",1,"sm_efficiency","Multiprocessor Activity",96.093759%,96.093759%,96.093759%
"Tesla K40c (0)","bpnn_layerforward_CUDA(float*, float*, float*, float*, int, int)",1,"ipc","Executed IPC",2.743690,2.743690,2.743690
"Tesla K40c (0)","bpnn_layerforward_CUDA(float*, float*, float*, float*, int, int)",1,"achieved_occupancy","Achieved Occupancy",0.944002,0.944002,0.944002
"Tesla K40c (0)","bpnn_layerforward_CUDA(float*, float*, float*, float*, int, int)",1,"gld_requested_throughput","Requested Global Load Throughput",31.900814GB/s,31.900814GB/s,31.900814GB/s
"Tesla K40c (0)","bpnn_layerforward_CUDA(float*, float*, float*, float*, int, int)",1,"gst_requested_throughput","Requested Global Store Throughput",31.900814GB/s,31.900814GB/s,31.900814GB/s
"Tesla K40c (0)","bpnn_layerforward_CUDA(float*, float*, float*, float*, int, int)",1,"sm_efficiency_instance","Multiprocessor Activity",96.093759%,96.093759%,96.093759%
"Tesla K40c (0)","bpnn_layerforward_CUDA(float*, float*, float*, float*, int, int)",1,"ipc_instance","Executed IPC",2.743690,2.743690,2.743690
"Tesla K40c (0)","bpnn_layerforward_CUDA(float*, float*, float*, float*, int, int)",1,"inst_replay_overhead","Instruction Replay Overhead",0.049085,0.049085,0.049085
"Tesla K40c (0)","bpnn_layerforward_CUDA(float*, float*, float*, float*, int, int)",1,"shared_replay_overhead","Shared Memory Replay Overhead",0.000000,0.000000,0.000000
"Tesla K40c (0)","bpnn_layerforward_CUDA(float*, float*, float*, float*, int, int)",1,"global_replay_overhead","Global Memory Replay Overhead",0.016240,0.016240,0.016240
"Tesla K40c (0)","bpnn_layerforward_CUDA(float*, float*, float*, float*, int, int)",1,"global_cache_replay_overhead","Global Memory Cache Replay Overhead",0.000000,0.000000,0.000000
"Tesla K40c (0)","bpnn_layerforward_CUDA(float*, float*, float*, float*, int, int)",1,"tex_cache_hit_rate","Texture Cache Hit Rate",0.000000%,0.000000%,0.000000%
"Tesla K40c (0)","bpnn_layerforward_CUDA(float*, float*, float*, float*, int, int)",1,"tex_cache_throughput","Texture Cache Throughput",0.000000B/s,0.000000B/s,0.000000B/s
"Tesla K40c (0)","bpnn_layerforward_CUDA(float*, float*, float*, float*, int, int)",1,"dram_read_throughput","Device Memory Read Throughput",33.349664GB/s,33.349664GB/s,33.349664GB/s
"Tesla K40c (0)","bpnn_layerforward_CUDA(float*, float*, float*, float*, int, int)",1,"dram_write_throughput","Device Memory Write Throughput",33.902632GB/s,33.902632GB/s,33.902632GB/s
"Tesla K40c (0)","bpnn_layerforward_CUDA(float*, float*, float*, float*, int, int)",1,"gst_throughput","Global Store Throughput",45.036443GB/s,45.036443GB/s,45.036443GB/s
"Tesla K40c (0)","bpnn_layerforward_CUDA(float*, float*, float*, float*, int, int)",1,"gld_throughput","Global Load Throughput",46.912962GB/s,46.912962GB/s,46.912962GB/s
"Tesla K40c (0)","bpnn_layerforward_CUDA(float*, float*, float*, float*, int, int)",1,"local_replay_overhead","Local Memory Cache Replay Overhead",0.000000,0.000000,0.000000
"Tesla K40c (0)","bpnn_layerforward_CUDA(float*, float*, float*, float*, int, int)",1,"shared_efficiency","Shared Memory Efficiency",20.887319%,20.887319%,20.887319%
"Tesla K40c (0)","bpnn_layerforward_CUDA(float*, float*, float*, float*, int, int)",1,"gld_efficiency","Global Memory Load Efficiency",68.000000%,68.000000%,68.000000%
"Tesla K40c (0)","bpnn_layerforward_CUDA(float*, float*, float*, float*, int, int)",1,"gst_efficiency","Global Memory Store Efficiency",70.833333%,70.833333%,70.833333%
"Tesla K40c (0)","bpnn_layerforward_CUDA(float*, float*, float*, float*, int, int)",1,"l2_l1_read_hit_rate","L2 Hit Rate (L1 Reads)",29.051758%,29.051758%,29.051758%
"Tesla K40c (0)","bpnn_layerforward_CUDA(float*, float*, float*, float*, int, int)",1,"l2_texture_read_hit_rate","L2 Hit Rate (Texture Reads)",0.000000%,0.000000%,0.000000%
"Tesla K40c (0)","bpnn_layerforward_CUDA(float*, float*, float*, float*, int, int)",1,"l2_l1_read_throughput","L2 Throughput (L1 Reads)",46.912962GB/s,46.912962GB/s,46.912962GB/s
"Tesla K40c (0)","bpnn_layerforward_CUDA(float*, float*, float*, float*, int, int)",1,"l2_texture_read_throughput","L2 Throughput (Texture Reads)",0.000000B/s,0.000000B/s,0.000000B/s
"Tesla K40c (0)","bpnn_layerforward_CUDA(float*, float*, float*, float*, int, int)",1,"local_memory_overhead","Local Memory Overhead",0.000000%,0.000000%,0.000000%
"Tesla K40c (0)","bpnn_layerforward_CUDA(float*, float*, float*, float*, int, int)",1,"warp_execution_efficiency","Warp Execution Efficiency",100.000000%,100.000000%,100.000000%
"Tesla K40c (0)","bpnn_layerforward_CUDA(float*, float*, float*, float*, int, int)",1,"nc_gld_requested_throughput","Requested Non-Coherent Global Load Throughput",0.000000B/s,0.000000B/s,0.000000B/s
"Tesla K40c (0)","bpnn_layerforward_CUDA(float*, float*, float*, float*, int, int)",1,"issued_ipc","Issued IPC",2.878365,2.878365,2.878365
"Tesla K40c (0)","bpnn_layerforward_CUDA(float*, float*, float*, float*, int, int)",1,"inst_per_warp","Instructions per warp",127.000000,127.000000,127.000000
"Tesla K40c (0)","bpnn_layerforward_CUDA(float*, float*, float*, float*, int, int)",1,"issue_slot_utilization","Issue Slot Utilization",62.777482%,62.777482%,62.777482%
"Tesla K40c (0)","bpnn_layerforward_CUDA(float*, float*, float*, float*, int, int)",1,"local_load_transactions_per_request","Local Memory Load Transactions Per Request",0.000000,0.000000,0.000000
"Tesla K40c (0)","bpnn_layerforward_CUDA(float*, float*, float*, float*, int, int)",1,"local_store_transactions_per_request","Local Memory Store Transactions Per Request",0.000000,0.000000,0.000000
"Tesla K40c (0)","bpnn_layerforward_CUDA(float*, float*, float*, float*, int, int)",1,"shared_load_transactions_per_request","Shared Memory Load Transactions Per Request",1.000000,1.000000,1.000000
"Tesla K40c (0)","bpnn_layerforward_CUDA(float*, float*, float*, float*, int, int)",1,"shared_store_transactions_per_request","Shared Memory Store Transactions Per Request",1.000109,1.000109,1.000109
"Tesla K40c (0)","bpnn_layerforward_CUDA(float*, float*, float*, float*, int, int)",1,"gld_transactions_per_request","Global Load Transactions Per Request",1.531250,1.531250,1.531250
"Tesla K40c (0)","bpnn_layerforward_CUDA(float*, float*, float*, float*, int, int)",1,"gst_transactions_per_request","Global Store Transactions Per Request",1.500000,1.500000,1.500000
"Tesla K40c (0)","bpnn_layerforward_CUDA(float*, float*, float*, float*, int, int)",1,"local_load_transactions","Local Load Transactions",0,0,0
"Tesla K40c (0)","bpnn_layerforward_CUDA(float*, float*, float*, float*, int, int)",1,"local_store_transactions","Local Store Transactions",0,0,0
"Tesla K40c (0)","bpnn_layerforward_CUDA(float*, float*, float*, float*, int, int)",1,"shared_load_transactions","Shared Load Transactions",393216,393216,393216
"Tesla K40c (0)","bpnn_layerforward_CUDA(float*, float*, float*, float*, int, int)",1,"shared_store_transactions","Shared Store Transactions",229401,229401,229401
"Tesla K40c (0)","bpnn_layerforward_CUDA(float*, float*, float*, float*, int, int)",1,"gld_transactions","Global Load Transactions",100352,100352,100352
"Tesla K40c (0)","bpnn_layerforward_CUDA(float*, float*, float*, float*, int, int)",1,"gst_transactions","Global Store Transactions",98304,98304,98304
"Tesla K40c (0)","bpnn_layerforward_CUDA(float*, float*, float*, float*, int, int)",1,"sysmem_read_transactions","System Memory Read Transactions",0,0,0
"Tesla K40c (0)","bpnn_layerforward_CUDA(float*, float*, float*, float*, int, int)",1,"sysmem_write_transactions","System Memory Write Transactions",1,1,1
"Tesla K40c (0)","bpnn_layerforward_CUDA(float*, float*, float*, float*, int, int)",1,"tex_cache_transactions","Texture Cache Transactions",0,0,0
"Tesla K40c (0)","bpnn_layerforward_CUDA(float*, float*, float*, float*, int, int)",1,"dram_read_transactions","Device Memory Read Transactions",145589,145589,145589
"Tesla K40c (0)","bpnn_layerforward_CUDA(float*, float*, float*, float*, int, int)",1,"dram_write_transactions","Device Memory Write Transactions",148003,148003,148003
"Tesla K40c (0)","bpnn_layerforward_CUDA(float*, float*, float*, float*, int, int)",1,"l2_read_transactions","L2 Read Transactions",204956,204956,204956
"Tesla K40c (0)","bpnn_layerforward_CUDA(float*, float*, float*, float*, int, int)",1,"l2_write_transactions","L2 Write Transactions",196619,196619,196619
"Tesla K40c (0)","bpnn_layerforward_CUDA(float*, float*, float*, float*, int, int)",1,"local_load_throughput","Local Memory Load Throughput",0.000000B/s,0.000000B/s,0.000000B/s
"Tesla K40c (0)","bpnn_layerforward_CUDA(float*, float*, float*, float*, int, int)",1,"local_store_throughput","Local Memory Store Throughput",0.000000B/s,0.000000B/s,0.000000B/s
"Tesla K40c (0)","bpnn_layerforward_CUDA(float*, float*, float*, float*, int, int)",1,"shared_load_throughput","Shared Memory Load Throughput",720.583091GB/s,720.583091GB/s,720.583091GB/s
"Tesla K40c (0)","bpnn_layerforward_CUDA(float*, float*, float*, float*, int, int)",1,"shared_store_throughput","Shared Memory Store Throughput",420.385950GB/s,420.385950GB/s,420.385950GB/s
"Tesla K40c (0)","bpnn_layerforward_CUDA(float*, float*, float*, float*, int, int)",1,"l2_read_throughput","L2 Throughput (Reads)",46.948696GB/s,46.948696GB/s,46.948696GB/s
"Tesla K40c (0)","bpnn_layerforward_CUDA(float*, float*, float*, float*, int, int)",1,"l2_write_throughput","L2 Throughput (Writes)",45.038963GB/s,45.038963GB/s,45.038963GB/s
"Tesla K40c (0)","bpnn_layerforward_CUDA(float*, float*, float*, float*, int, int)",1,"sysmem_read_throughput","System Memory Read Throughput",0.000000B/s,0.000000B/s,0.000000B/s
"Tesla K40c (0)","bpnn_layerforward_CUDA(float*, float*, float*, float*, int, int)",1,"sysmem_write_throughput","System Memory Write Throughput",229.067000KB/s,229.067000KB/s,229.067000KB/s
"Tesla K40c (0)","bpnn_layerforward_CUDA(float*, float*, float*, float*, int, int)",1,"warp_nonpred_execution_efficiency","Warp Non-Predicated Execution Efficiency",64.566929%,64.566929%,64.566929%
"Tesla K40c (0)","bpnn_layerforward_CUDA(float*, float*, float*, float*, int, int)",1,"cf_issued","Issued Control-Flow Instructions",360447,360447,360447
"Tesla K40c (0)","bpnn_layerforward_CUDA(float*, float*, float*, float*, int, int)",1,"cf_executed","Executed Control-Flow Instructions",327680,327680,327680
"Tesla K40c (0)","bpnn_layerforward_CUDA(float*, float*, float*, float*, int, int)",1,"ldst_issued","Issued Load/Store Instructions",890550,890550,890550
"Tesla K40c (0)","bpnn_layerforward_CUDA(float*, float*, float*, float*, int, int)",1,"ldst_executed","Executed Load/Store Instructions",753664,753664,753664
"Tesla K40c (0)","bpnn_layerforward_CUDA(float*, float*, float*, float*, int, int)",1,"flop_count_sp","Floating Point Operations(Single Precision)",2031616,2031616,2031616
"Tesla K40c (0)","bpnn_layerforward_CUDA(float*, float*, float*, float*, int, int)",1,"flop_count_sp_add","Floating Point Operations(Single Precision Add)",983040,983040,983040
"Tesla K40c (0)","bpnn_layerforward_CUDA(float*, float*, float*, float*, int, int)",1,"flop_count_sp_mul","Floating Point Operation(Single Precision Mul)",1048576,1048576,1048576
"Tesla K40c (0)","bpnn_layerforward_CUDA(float*, float*, float*, float*, int, int)",1,"flop_count_sp_fma","Floating Point Operations(Single Precision FMA)",0,0,0
"Tesla K40c (0)","bpnn_layerforward_CUDA(float*, float*, float*, float*, int, int)",1,"flop_count_dp","Floating Point Operations(Double Precision)",0,0,0
"Tesla K40c (0)","bpnn_layerforward_CUDA(float*, float*, float*, float*, int, int)",1,"flop_count_dp_add","Floating Point Operations(Double Precision Add)",0,0,0
"Tesla K40c (0)","bpnn_layerforward_CUDA(float*, float*, float*, float*, int, int)",1,"flop_count_dp_mul","Floating Point Operations(Double Precision Mul)",0,0,0
"Tesla K40c (0)","bpnn_layerforward_CUDA(float*, float*, float*, float*, int, int)",1,"flop_count_dp_fma","Floating Point Operations(Double Precison FMA)",0,0,0
"Tesla K40c (0)","bpnn_layerforward_CUDA(float*, float*, float*, float*, int, int)",1,"flop_count_sp_special","Floating Point Operations(Single Precision Special)",0,0,0
"Tesla K40c (0)","bpnn_layerforward_CUDA(float*, float*, float*, float*, int, int)",1,"stall_inst_fetch","Issue Stall Reasons (Instructions Fetch)",7.174919%,7.174919%,7.174919%
"Tesla K40c (0)","bpnn_layerforward_CUDA(float*, float*, float*, float*, int, int)",1,"stall_exec_dependency","Issue Stall Reasons (Execution Dependency)",38.745116%,38.745116%,38.745116%
"Tesla K40c (0)","bpnn_layerforward_CUDA(float*, float*, float*, float*, int, int)",1,"stall_memory_dependency","Issue Stall Reasons (Data Request)",17.643058%,17.643058%,17.643058%
"Tesla K40c (0)","bpnn_layerforward_CUDA(float*, float*, float*, float*, int, int)",1,"stall_texture","Issue Stall Reasons (Texture)",0.000000%,0.000000%,0.000000%
"Tesla K40c (0)","bpnn_layerforward_CUDA(float*, float*, float*, float*, int, int)",1,"stall_sync","Issue Stall Reasons (Synchronization)",12.318422%,12.318422%,12.318422%
"Tesla K40c (0)","bpnn_layerforward_CUDA(float*, float*, float*, float*, int, int)",1,"stall_other","Issue Stall Reasons (Other)",2.845151%,2.845151%,2.845151%
"Tesla K40c (0)","bpnn_layerforward_CUDA(float*, float*, float*, float*, int, int)",1,"l1_shared_utilization","L1/Shared Memory Utilization","Mid (5)","Mid (5)","Mid (5)"
"Tesla K40c (0)","bpnn_layerforward_CUDA(float*, float*, float*, float*, int, int)",1,"l2_utilization","L2 Cache Utilization","Low (2)","Low (2)","Low (2)"
"Tesla K40c (0)","bpnn_layerforward_CUDA(float*, float*, float*, float*, int, int)",1,"tex_utilization","Texture Cache Utilization","Idle (0)","Idle (0)","Idle (0)"
"Tesla K40c (0)","bpnn_layerforward_CUDA(float*, float*, float*, float*, int, int)",1,"dram_utilization","Device Memory Utilization","Low (3)","Low (3)","Low (3)"
"Tesla K40c (0)","bpnn_layerforward_CUDA(float*, float*, float*, float*, int, int)",1,"sysmem_utilization","System Memory Utilization","Low (1)","Low (1)","Low (1)"
"Tesla K40c (0)","bpnn_layerforward_CUDA(float*, float*, float*, float*, int, int)",1,"ldst_fu_utilization","Load/Store Function Unit Utilization","Mid (6)","Mid (6)","Mid (6)"
"Tesla K40c (0)","bpnn_layerforward_CUDA(float*, float*, float*, float*, int, int)",1,"alu_fu_utilization","Arithmetic Function Unit Utilization","High (7)","High (7)","High (7)"
"Tesla K40c (0)","bpnn_layerforward_CUDA(float*, float*, float*, float*, int, int)",1,"cf_fu_utilization","Control-Flow Function Unit Utilization","Low (2)","Low (2)","Low (2)"
"Tesla K40c (0)","bpnn_layerforward_CUDA(float*, float*, float*, float*, int, int)",1,"tex_fu_utilization","Texture Function Unit Utilization","Idle (0)","Idle (0)","Idle (0)"
"Tesla K40c (0)","bpnn_layerforward_CUDA(float*, float*, float*, float*, int, int)",1,"inst_executed","Instructions Executed",4161536,4161536,4161536
"Tesla K40c (0)","bpnn_layerforward_CUDA(float*, float*, float*, float*, int, int)",1,"inst_issued","Instructions Issued",4365806,4365806,4365806
"Tesla K40c (0)","bpnn_layerforward_CUDA(float*, float*, float*, float*, int, int)",1,"issue_slots","Issue Slots",3808750,3808750,3808750
"Tesla K40c (0)","bpnn_layerforward_CUDA(float*, float*, float*, float*, int, int)",1,"nc_l2_read_throughput","L2 Throughput (Non-Coherent Reads)",0.000000B/s,0.000000B/s,0.000000B/s
"Tesla K40c (0)","bpnn_layerforward_CUDA(float*, float*, float*, float*, int, int)",1,"nc_l2_read_transactions","L2 Non-Coherent Read Transactions",0,0,0
